frp,brightness,brightness_ti5,temp_delta_ti4_ti5,confidence,is_night,facility_distance_m,facility_type_encoded,persistence_score,anomaly_score,cluster_density_3km,historical_recurrence,target
143.72,404.98,377.9,27.08,0.777,1,12710.0,0,0.396,0.928,17,0,4
2.92,312.99,296.69,16.3,0.54,1,2940.2,0,0.088,0.364,1,0,5
12.31,345.21,306.25,38.96,0.933,0,30.1,1,0.71,0.432,2,14,1
18.08,349.11,307.42,41.69,0.858,1,175.4,1,0.745,0.211,3,16,1
3.26,329.38,322.69,6.69,0.662,1,11697.4,0,0.108,0.181,10,2,2
24.81,358.47,316.68,41.78,0.982,1,28.2,2,0.638,0.513,1,15,1
15.49,315.54,301.77,13.77,0.837,1,1096.9,7,0.76,0.412,2,2,3
9.64,314.19,301.91,12.29,0.616,0,11434.4,0,0.03,0.373,8,0,2
20.08,346.38,329.46,16.92,0.838,0,307.5,6,0.477,0.631,4,4,3
7.22,303.03,296.33,6.7,0.447,1,6856.3,7,0.248,0.291,3,0,5
25.97,371.17,324.55,46.62,0.971,0,177.0,2,0.606,0.396,2,15,1
105.24,404.31,364.9,39.41,0.897,1,5483.1,0,0.146,0.695,16,0,4
15.61,342.17,332.74,9.43,0.862,1,11291.7,0,0.191,0.245,11,1,2
4.2,316.23,309.05,7.18,0.547,0,13140.0,0,0.106,0.28,8,1,2
67.51,358.72,329.75,28.97,0.828,1,11398.5,0,0.178,0.766,12,0,4
22.46,330.29,299.1,31.19,0.884,1,289.7,1,0.706,0.388,5,11,1
9.51,319.4,307.8,11.6,0.698,0,5292.2,0,0.211,0.368,16,0,2
87.95,364.52,334.56,29.97,0.803,1,10680.4,0,0.435,0.852,10,0,4
18.2,328.79,295.57,33.22,0.925,1,177.6,1,0.633,0.419,2,7,1
35.27,346.54,316.4,30.14,0.907,1,128.4,3,0.281,0.836,5,1,0
9.42,308.95,303.43,5.53,0.496,1,6318.7,0,0.134,0.212,0,0,5
53.09,339.01,321.21,17.8,0.964,1,47.4,2,0.343,0.968,6,2,0
57.54,364.5,340.57,23.94,0.812,0,231.3,2,0.082,0.762,2,2,0
8.35,357.91,327.91,30.0,0.861,1,128.6,1,0.642,0.431,3,9,1
59.25,351.95,319.84,32.11,0.806,0,21819.9,0,0.328,0.69,11,1,4
14.56,321.67,310.19,11.49,0.626,0,4753.2,0,0.136,0.137,8,1,2
9.68,338.12,319.15,18.97,0.561,0,12626.7,0,0.131,0.335,11,0,2
53.92,381.8,359.27,22.53,0.917,0,4307.0,0,0.398,0.791,9,0,4
3.85,285.87,272.0,13.87,0.578,0,12328.5,0,0.025,0.356,7,2,2
35.15,360.9,336.36,24.53,0.862,1,20.1,3,0.379,0.807,4,0,0
57.57,342.84,305.48,37.36,0.854,0,16410.5,0,0.104,0.847,12,0,4
23.21,317.73,306.81,10.92,0.875,0,1663.3,6,0.619,0.685,5,5,3
76.53,348.62,324.27,24.35,0.721,1,131.5,2,0.17,0.953,2,2,0
18.84,364.51,334.74,29.76,0.937,1,118.4,2,0.73,0.399,4,12,1
7.3,301.74,298.33,3.41,0.356,1,3852.0,0,0.098,0.272,1,0,5
15.32,325.4,320.67,4.74,0.494,0,807.6,0,0.207,0.224,0,0,5
25.88,358.55,312.14,46.4,0.889,1,46.3,1,0.884,0.2,3,11,1
24.14,322.19,309.65,12.53,0.775,0,11560.2,0,0.086,0.181,8,3,2
20.62,344.26,323.19,21.07,0.607,0,434.5,6,0.614,0.565,3,4,3
3.48,318.69,312.19,6.51,0.565,1,3980.9,0,0.105,0.101,0,0,5
8.17,334.6,327.54,7.06,0.843,1,4338.9,0,0.048,0.359,10,1,2
92.09,364.35,326.79,37.56,0.842,0,3032.5,0,0.419,0.798,10,1,4
4.35,332.99,320.54,12.45,0.842,0,2638.7,0,0.029,0.317,4,0,2
20.03,304.52,294.44,10.08,0.415,1,5095.8,0,0.242,0.341,3,2,5
34.62,334.79,310.93,23.86,0.714,0,1106.1,6,0.754,0.397,6,4,3
121.45,361.94,329.15,32.79,0.751,1,18740.6,0,0.476,0.929,16,1,4
10.37,314.77,302.32,12.46,0.741,0,12855.2,0,0.229,0.2,7,4,2
112.04,325.13,298.57,26.56,0.93,1,420.6,1,0.137,0.932,3,2,0
44.42,357.82,302.53,55.29,0.896,0,72.7,1,0.704,0.278,2,17,1
41.5,345.07,320.71,24.36,0.68,1,471.8,6,0.798,0.536,7,5,3
16.43,332.39,314.99,17.4,0.723,0,167.8,6,0.563,0.671,3,6,3
14.8,326.4,311.31,15.09,0.812,0,7565.4,0,0.036,0.284,7,1,2
18.28,334.93,311.48,23.45,0.823,0,1388.6,6,0.776,0.666,6,3,3
53.5,358.86,330.65,28.21,0.994,0,16772.5,0,0.456,0.848,12,0,4
7.56,311.56,299.94,11.62,0.843,0,10671.3,0,0.221,0.288,11,1,2
53.82,367.18,339.81,27.37,0.957,1,16622.7,0,0.235,0.822,13,3,4
44.55,330.12,306.54,23.58,0.962,0,229.1,1,0.299,0.8,4,2,0
8.7,298.05,283.23,14.82,0.732,0,13745.3,0,0.223,0.352,4,3,2
23.48,368.98,340.78,28.2,0.902,0,106.7,1,0.916,0.48,3,9,1
7.6,315.28,302.89,12.39,0.573,0,8712.7,0,0.176,0.164,5,0,2
2.59,317.04,300.24,16.79,0.77,0,4178.8,0,0.069,0.168,7,1,2
37.93,336.27,308.5,27.77,0.882,0,158.5,1,0.085,0.762,2,1,0
12.15,315.12,296.24,18.88,0.572,0,6276.2,0,0.237,0.197,6,1,2
86.61,320.73,291.27,29.46,0.742,1,748.9,2,0.119,0.776,1,1,0
42.12,369.74,333.69,36.05,0.782,0,146.2,1,0.227,0.881,6,2,0
53.04,378.09,356.57,21.52,0.712,0,147.7,5,0.317,0.822,6,1,0
5.81,323.74,313.34,10.4,0.762,0,6782.5,0,0.207,0.245,10,3,2
22.66,312.91,289.99,22.93,0.908,1,306.9,6,0.831,0.692,2,5,3
100.7,338.66,314.37,24.29,0.875,0,26.1,3,0.259,0.745,3,1,0
5.97,316.81,313.63,3.18,0.513,1,6418.0,8,0.288,0.121,1,1,5
10.82,331.78,323.36,8.42,0.596,0,5953.9,0,0.046,0.282,5,0,2
23.9,355.76,320.05,35.71,0.855,1,73.9,2,0.791,0.366,2,9,1
24.06,352.48,332.11,20.37,0.906,0,2270.1,6,0.605,0.656,3,3,3
19.37,311.93,294.9,17.03,0.763,1,355.1,7,0.714,0.581,2,8,3
5.6,321.91,313.6,8.31,0.718,1,9766.8,0,0.066,0.417,7,4,2
6.12,334.11,317.3,16.81,0.552,0,3285.5,0,0.031,0.233,8,3,2
22.99,307.98,293.25,14.72,0.637,0,14462.2,0,0.03,0.12,8,0,2
35.26,338.78,328.39,10.38,0.759,1,11395.5,0,0.052,0.317,6,1,2
21.5,321.59,311.71,9.88,0.571,1,13444.8,0,0.179,0.123,9,0,2
70.3,376.24,349.02,27.22,0.947,1,21420.0,0,0.427,0.749,10,1,4
13.4,315.86,298.69,17.17,0.845,1,1691.3,6,0.582,0.554,5,2,3
16.31,349.66,323.24,26.43,0.834,0,83.2,2,0.622,0.39,5,14,1
21.76,351.74,326.86,24.88,0.815,1,42.9,1,0.859,0.276,2,14,1
27.72,352.29,334.7,17.59,0.748,1,704.2,6,0.69,0.65,3,8,3
7.03,305.73,295.31,10.41,0.232,0,7176.7,0,0.289,0.064,0,0,5
36.36,334.54,302.47,32.07,0.883,1,167.2,1,0.635,0.272,1,10,1
45.88,330.78,317.46,13.33,0.803,1,990.2,7,0.728,0.698,4,1,3
11.47,358.71,323.83,34.88,0.959,1,157.0,1,0.7,0.41,1,12,1
22.69,371.96,354.75,17.21,0.901,1,526.2,6,0.7,0.544,5,1,3
13.79,356.06,321.38,34.68,0.898,1,119.3,1,0.699,0.501,5,9,1
77.34,337.34,304.99,32.35,0.938,0,23222.2,0,0.192,0.813,10,1,4
4.85,299.45,288.32,11.13,0.709,0,9474.7,0,0.245,0.144,9,3,2
31.22,354.51,317.41,37.11,0.944,0,246.7,2,0.939,0.319,2,13,1
81.63,319.37,297.1,22.26,0.875,0,107.3,2,0.131,0.744,4,1,0
96.23,327.85,295.25,32.6,0.932,1,18905.0,0,0.444,0.883,13,4,4
132.19,394.13,363.85,30.28,0.895,1,5529.9,0,0.31,0.859,9,0,4
16.49,303.6,298.78,4.82,0.696,0,260.8,4,0.519,0.674,5,4,3
101.25,347.96,310.03,37.94,0.796,1,13557.2,0,0.336,0.683,10,1,4
20.31,320.67,309.41,11.27,0.829,1,3655.3,0,0.175,0.182,7,4,2
4.63,313.17,301.73,11.44,0.567,1,6171.0,8,0.193,0.098,3,0,5
11.35,327.33,315.62,11.71,0.745,0,5717.8,0,0.093,0.197,7,1,2
24.83,321.25,295.09,26.16,0.678,0,119.9,6,0.423,0.64,4,6,3
14.02,318.96,312.93,6.03,0.477,1,4258.3,0,0.279,0.21,2,0,5
15.06,307.42,295.98,11.45,0.572,0,1753.2,0,0.158,0.212,9,1,2
78.75,367.87,332.67,35.21,0.791,0,23159.6,0,0.186,0.676,13,4,4
12.75,303.65,290.11,13.54,0.717,0,2388.0,0,0.162,0.278,6,2,2
23.3,374.45,346.94,27.51,0.902,1,11.5,2,0.856,0.533,2,10,1
60.02,364.94,336.54,28.4,0.996,0,164.7,7,0.117,0.901,2,2,0
7.84,311.24,303.89,7.35,0.699,1,3881.3,0,0.162,0.229,11,2,2
57.93,342.52,310.34,32.18,0.834,1,240.2,2,0.278,0.894,4,0,0
7.33,322.61,313.52,9.08,0.564,0,3692.1,7,0.049,0.141,0,0,5
23.51,352.94,314.11,38.83,0.947,1,43.7,1,0.912,0.29,3,13,1
3.39,335.05,321.24,13.82,0.679,0,2819.0,0,0.1,0.284,5,1,2
56.12,361.87,331.64,30.23,0.918,0,94.3,5,0.069,0.969,4,1,0
36.47,351.4,323.86,27.54,0.936,0,118.9,1,0.747,0.5,2,11,1
11.41,320.74,305.02,15.72,0.9,0,9973.2,0,0.046,0.227,10,0,2
16.9,324.43,305.01,19.42,0.847,0,9868.8,0,0.218,0.143,7,3,2
24.44,353.71,329.3,24.41,0.85,0,160.5,2,0.229,0.802,1,1,0
22.4,337.93,318.65,19.29,0.808,1,471.0,6,0.612,0.679,3,6,3
3.81,303.28,295.31,7.98,0.463,0,5861.5,8,0.057,0.323,1,1,5
88.11,365.83,342.95,22.88,0.889,1,12412.8,0,0.101,0.818,9,0,4
102.05,359.83,331.5,28.33,0.795,0,12104.0,0,0.38,0.844,11,1,4
41.83,349.03,329.11,19.92,0.904,1,355.4,2,0.104,0.781,7,1,0
105.77,336.75,308.82,27.93,0.929,1,19130.2,0,0.137,0.698,16,1,4
16.87,356.27,327.54,28.73,0.898,1,76.4,3,0.66,0.448,3,11,1
18.94,323.74,313.55,10.2,0.876,0,6177.4,0,0.188,0.35,4,1,2
26.88,318.08,304.77,13.31,0.708,0,6809.4,0,0.097,0.141,7,2,2
14.91,304.11,301.32,2.8,0.622,0,11551.6,0,0.086,0.214,12,2,2
18.74,322.47,311.2,11.27,0.709,0,13724.2,0,0.151,0.11,9,2,2
106.87,368.16,336.57,31.59,0.884,0,6032.4,0,0.413,0.679,11,1,4
7.38,317.03,301.42,15.61,0.783,0,8641.0,0,0.235,0.115,7,0,2
16.54,329.19,314.77,14.42,0.61,0,369.4,6,0.478,0.663,3,5,3
111.11,334.02,309.08,24.95,0.848,0,15678.3,0,0.369,0.769,13,1,4
37.34,354.25,320.11,34.15,0.922,1,10.2,3,0.918,0.309,3,10,1
12.93,333.94,322.03,11.91,0.731,0,1636.9,0,0.063,0.224,10,2,2
10.26,314.78,302.78,12.0,0.878,0,10392.6,0,0.207,0.362,11,1,2
44.58,323.72,303.37,20.35,0.64,1,683.5,4,0.682,0.587,4,4,3
13.32,321.48,309.3,12.18,0.857,0,8289.5,0,0.223,0.204,5,0,2
19.15,318.6,309.08,9.52,0.615,0,2169.8,0,0.096,0.224,7,2,2
59.01,327.71,312.51,15.2,0.724,0,521.1,7,0.74,0.456,3,4,3
20.28,301.68,288.19,13.49,0.665,0,10178.4,0,0.114,0.214,8,1,2
75.86,379.99,344.17,35.81,0.987,1,13544.7,0,0.367,0.903,11,2,4
44.38,341.04,328.44,12.59,0.759,1,59.3,1,0.257,0.702,1,0,0
14.15,308.31,296.21,12.1,0.577,0,2539.7,0,0.22,0.377,11,0,2
14.04,356.61,325.42,31.19,0.832,0,102.7,1,0.859,0.437,3,9,1
34.94,354.26,324.28,29.99,0.953,0,14.3,2,0.826,0.45,2,10,1
11.01,337.89,328.78,9.11,0.815,0,3719.3,0,0.068,0.179,8,2,2
4.98,306.94,293.39,13.55,0.501,0,3038.7,0,0.223,0.357,14,1,2
16.1,325.49,314.26,11.24,0.572,0,2944.3,0,0.118,0.104,7,1,2
8.36,297.47,286.01,11.46,0.681,1,5960.0,0,0.176,0.206,12,1,2
74.74,341.02,315.23,25.79,0.788,1,14202.7,0,0.139,0.832,12,2,4
5.88,315.79,305.7,10.08,0.762,0,13663.8,0,0.127,0.154,8,0,2
4.2,330.58,319.01,11.57,0.778,0,3612.4,0,0.154,0.438,7,1,2
34.29,338.26,319.83,18.43,0.876,1,181.6,3,0.222,0.904,2,0,0
18.11,355.02,317.92,37.11,0.989,0,90.9,1,0.788,0.395,1,13,1
5.85,308.14,291.79,16.35,0.631,0,12273.4,0,0.185,0.11,7,2,2
28.32,366.41,339.42,26.99,0.802,0,112.8,1,0.611,0.363,3,12,1
60.92,352.28,328.04,24.24,0.827,0,51.2,5,0.194,0.874,4,1,0
83.53,367.27,328.27,39.0,0.918,0,3627.0,0,0.449,0.76,14,1,4
70.11,348.12,322.41,25.71,0.856,1,6703.2,0,0.11,0.896,11,0,4
43.6,368.8,347.56,21.24,0.702,1,284.3,3,0.24,0.88,7,1,0
3.31,312.25,308.54,3.71,0.476,1,4197.1,0,0.268,0.291,3,0,5
91.34,349.42,315.68,33.74,0.921,0,9741.0,0,0.261,0.907,13,2,4
3.62,303.85,288.75,15.1,0.534,0,3782.0,0,0.081,0.309,0,0,5
24.35,358.04,324.02,34.01,0.848,0,7.2,1,0.746,0.525,2,10,1
9.84,310.11,293.95,16.16,0.669,0,14547.3,0,0.207,0.12,4,0,2
25.6,359.45,322.83,36.62,1.0,1,207.5,1,0.709,0.33,2,15,1
6.84,324.88,314.59,10.29,0.692,0,1724.1,0,0.049,0.251,5,0,2
26.96,302.4,297.99,4.41,0.877,0,14887.0,0,0.144,0.395,5,1,2
64.83,350.3,320.31,29.99,0.927,1,268.3,2,0.262,0.952,3,1,0
16.47,294.39,280.57,13.82,0.828,0,8073.1,0,0.051,0.336,6,2,2
9.8,316.73,307.25,9.48,0.826,0,9081.8,0,0.19,0.114,7,0,2
18.4,324.66,313.56,11.1,0.519,0,14111.1,0,0.197,0.382,10,5,2
18.52,335.13,329.97,5.16,0.674,0,4416.1,0,0.073,0.377,9,1,2
120.29,366.0,335.15,30.85,0.797,1,11361.9,0,0.341,0.768,11,2,4
19.14,362.43,336.04,26.39,0.976,0,16.3,1,0.661,0.239,2,14,1
13.78,310.5,296.78,13.72,0.807,0,6586.8,0,0.248,0.167,6,3,2
8.54,319.27,311.7,7.57,0.519,0,1895.3,0,0.134,0.337,7,1,2
41.83,320.86,295.0,25.86,0.852,1,112.7,1,0.155,0.822,4,4,0
55.06,321.72,293.29,28.43,0.792,1,97.2,1,0.118,0.817,3,1,0
74.45,331.04,317.16,13.88,0.705,0,60.3,1,0.303,0.768,4,2,0
22.41,346.34,310.84,35.5,0.967,1,16.9,1,0.845,0.393,2,12,1
12.7,312.2,302.7,9.49,0.507,0,4019.4,0,0.06,0.1,7,2,2
12.18,304.64,295.26,9.38,0.887,0,11776.8,0,0.038,0.167,5,0,2
86.1,332.38,304.79,27.6,0.963,0,287.2,2,0.181,0.744,3,0,0
13.09,365.89,338.42,27.46,0.992,1,10.6,2,0.786,0.471,1,12,1
21.65,334.54,315.32,19.21,0.704,0,2720.6,0,0.199,0.271,7,0,2
43.45,359.62,335.91,23.7,0.868,1,187.3,7,0.368,0.711,3,4,0
41.17,321.64,301.19,20.45,0.704,1,342.9,7,0.276,0.844,2,1,0
61.7,388.8,379.51,9.29,0.829,0,19754.4,0,0.196,0.694,8,2,4
37.62,380.79,350.68,30.11,0.85,1,39.5,1,0.948,0.217,2,13,1
99.18,369.64,334.47,35.17,0.876,1,7852.9,0,0.103,0.734,11,2,4
6.02,304.18,294.1,10.08,0.608,0,11491.2,0,0.029,0.385,7,2,2
21.74,356.71,322.07,34.63,0.816,1,11.1,1,0.924,0.301,3,10,1
39.48,350.75,340.32,10.43,0.851,1,37.7,2,0.668,0.329,3,21,1
3.48,292.92,284.86,8.06,0.508,0,5018.2,0,0.086,0.398,0,1,5
5.58,310.91,304.71,6.2,0.433,0,2586.4,8,0.128,0.326,1,1,5
9.33,329.89,320.47,9.42,0.751,0,9140.0,0,0.226,0.201,7,1,2
21.28,317.1,300.58,16.51,0.779,0,1083.6,6,0.404,0.68,1,10,3
40.49,364.78,336.85,27.93,0.702,1,36.4,2,0.399,0.763,2,1,0
4.43,303.65,292.08,11.56,0.532,0,1032.3,0,0.066,0.33,1,2,5
1.66,290.1,282.03,8.07,0.56,1,4638.2,0,0.206,0.092,3,1,5
33.43,363.59,337.73,25.86,0.985,1,192.6,3,0.927,0.395,2,10,1
12.81,329.35,301.13,28.22,0.81,1,1177.7,7,0.801,0.548,2,5,3
148.08,373.75,353.54,20.21,0.969,1,11543.6,0,0.264,0.786,14,1,4
28.43,325.56,303.65,21.91,0.92,1,1485.6,6,0.747,0.512,4,4,3
14.37,294.1,289.03,5.07,0.83,0,13951.0,0,0.236,0.21,8,1,2
6.08,309.49,298.2,11.28,0.801,0,3458.0,0,0.126,0.225,10,1,2
19.27,338.28,329.51,8.77,0.699,0,12593.3,0,0.185,0.125,6,3,2
3.16,305.81,303.86,1.95,0.381,1,5005.1,7,0.101,0.066,0,0,5
19.92,377.78,348.5,29.28,0.814,1,112.2,1,0.753,0.345,2,14,1
116.0,344.95,326.04,18.91,0.78,0,7737.7,0,0.108,0.829,11,0,4
23.14,332.93,307.94,24.99,0.73,0,100.6,7,0.743,0.606,2,5,3
12.71,369.37,342.52,26.84,0.93,1,60.9,1,0.708,0.23,2,19,1
10.5,328.26,314.09,14.18,0.713,0,7954.7,0,0.084,0.21,9,4,2
11.22,350.76,322.14,28.62,0.962,0,257.1,1,0.664,0.367,3,11,1
27.17,304.28,292.92,11.35,0.601,0,12983.2,0,0.153,0.402,12,0,2
12.53,328.2,328.38,-0.18,0.549,0,9939.5,0,0.135,0.394,6,2,2
6.31,311.11,299.64,11.47,0.351,1,749.9,0,0.015,0.179,0,0,5
69.57,335.14,307.97,27.17,0.776,1,135.0,3,0.143,0.942,3,1,0
82.33,358.2,336.54,21.67,0.871,1,621.9,2,0.233,0.965,2,1,0
6.94,298.26,295.06,3.21,0.539,0,6360.0,0,0.18,0.141,2,1,5
49.3,352.67,315.47,37.2,0.987,1,387.9,3,0.671,0.491,1,10,1
9.67,370.78,354.14,16.64,0.947,0,116.3,1,0.754,0.281,1,17,1
2.56,310.13,299.93,10.2,0.536,0,2040.2,7,0.131,0.327,0,0,5
33.17,303.35,288.22,15.13,0.893,1,671.5,6,0.813,0.412,6,2,3
6.37,323.34,310.09,13.26,0.52,0,11780.4,0,0.192,0.151,11,0,2
3.62,314.6,311.09,3.51,0.243,0,7565.4,0,0.292,0.341,3,1,5
76.46,409.2,366.68,42.52,0.917,1,9900.1,0,0.408,0.771,11,1,4
24.77,320.03,305.46,14.56,0.894,0,9995.2,0,0.238,0.36,7,3,2
24.1,317.65,292.74,24.91,0.857,0,913.2,7,0.691,0.589,5,1,3
9.75,324.0,308.04,15.96,0.808,0,6485.6,0,0.224,0.362,9,2,2
12.6,329.52,318.3,11.22,0.765,0,2817.8,0,0.193,0.215,6,1,2
43.44,334.41,322.24,12.17,0.601,1,382.4,6,0.512,0.365,4,6,3
5.4,318.73,314.86,3.87,0.234,0,1932.1,8,0.126,0.367,0,0,5
13.44,317.12,291.92,25.21,0.861,1,195.4,7,0.691,0.671,6,3,3
29.61,346.53,339.48,7.05,0.774,1,195.2,3,0.352,0.862,4,0,0
7.75,361.27,325.1,36.17,0.834,1,102.8,1,0.836,0.341,1,10,1
7.45,305.52,290.83,14.7,0.772,0,5211.6,0,0.066,0.409,3,3,2
14.56,348.49,337.34,11.15,0.899,0,13694.9,0,0.085,0.125,5,0,2
15.57,371.43,330.32,41.12,0.833,0,107.3,2,0.657,0.33,4,11,1
5.68,281.57,278.38,3.2,0.52,1,7980.8,0,0.025,0.126,0,0,5
9.11,335.64,317.62,18.02,0.672,0,713.7,6,0.563,0.645,1,6,3
10.06,319.69,304.91,14.78,0.767,0,5835.0,0,0.026,0.378,9,3,2
86.7,355.09,336.19,18.91,0.884,0,190.9,7,0.425,0.701,2,1,0
8.36,318.24,304.14,14.1,0.857,0,9726.1,0,0.115,0.146,8,1,2
40.34,370.25,353.66,16.59,0.89,1,17.0,5,0.178,0.752,1,2,0
109.14,380.39,342.31,38.08,0.838,0,17985.4,0,0.247,0.935,12,0,4
25.63,353.02,334.44,18.58,0.961,0,26.3,1,0.66,0.442,5,8,1
25.36,346.93,298.55,48.37,0.838,0,133.8,1,0.687,0.333,4,11,1
7.41,302.62,294.58,8.04,0.501,0,3973.3,0,0.203,0.333,9,1,2
87.78,335.65,312.7,22.95,0.875,1,85.4,1,0.186,0.842,4,1,0
105.03,381.69,358.23,23.46,0.951,1,13351.1,0,0.494,0.809,16,0,4
47.57,320.25,298.32,21.93,0.723,0,458.0,6,0.801,0.387,6,5,3
6.16,327.88,314.52,13.35,0.589,0,12971.4,0,0.06,0.389,8,0,2
2.13,315.34,309.59,5.75,0.574,1,3240.2,0,0.21,0.336,1,0,5
25.55,369.14,323.65,45.48,0.941,1,401.6,1,0.934,0.208,2,12,1
9.26,311.3,298.11,13.19,0.844,1,14250.9,0,0.063,0.415,6,0,2
17.37,351.42,313.0,38.42,0.83,0,120.6,2,0.368,0.914,2,3,0
13.35,318.59,313.47,5.12,0.251,0,4996.5,0,0.186,0.333,3,0,5
2.72,302.81,292.49,10.32,0.408,1,5706.4,0,0.149,0.219,1,0,5
33.72,339.54,301.29,38.25,0.914,1,205.6,1,0.932,0.484,2,14,1
69.1,375.32,348.46,26.86,0.797,1,15913.5,0,0.249,0.712,12,1,4
9.61,315.84,302.73,13.11,0.877,0,6871.0,0,0.138,0.337,11,1,2
21.8,349.22,327.46,21.75,0.74,0,293.7,4,0.504,0.401,3,5,3
69.63,377.41,353.36,24.05,0.888,0,7339.4,0,0.191,0.938,13,1,4
10.67,338.07,325.22,12.85,0.713,0,628.2,6,0.576,0.653,5,5,3
8.33,316.47,297.43,19.04,0.881,0,14351.2,0,0.182,0.127,8,2,2
11.0,299.06,288.95,10.12,0.523,0,9126.2,0,0.181,0.434,9,1,2
6.66,322.27,307.26,15.01,0.734,0,4484.3,0,0.229,0.327,5,2,2
18.5,329.26,318.29,10.97,0.524,0,5594.3,0,0.172,0.119,4,1,2
5.01,317.5,300.79,16.71,0.599,0,7321.1,0,0.158,0.379,6,1,2
28.22,344.91,317.52,27.39,0.703,0,70.0,2,0.08,0.964,6,2,0
4.88,335.8,321.94,13.86,0.894,1,9509.4,0,0.226,0.154,8,1,2
5.54,312.25,302.44,9.81,0.254,1,3856.0,8,0.036,0.19,0,0,5
13.27,309.82,305.48,4.34,0.206,1,1220.1,0,0.112,0.349,4,0,5
135.18,358.66,326.27,32.39,0.984,0,22105.2,0,0.454,0.871,9,1,4
36.77,319.55,301.61,17.93,0.667,1,868.5,6,0.731,0.584,3,3,3
20.63,342.66,316.42,26.24,0.837,0,206.6,1,0.15,0.799,3,1,0
38.81,333.56,319.3,14.27,0.673,0,158.2,6,0.402,0.461,5,4,3
10.64,306.67,299.84,6.83,0.633,0,6273.7,0,0.096,0.11,9,2,2
63.78,365.63,332.99,32.64,0.884,1,117.8,5,0.194,0.959,4,0,0
8.09,329.42,320.15,9.26,0.692,0,2119.0,0,0.072,0.271,6,3,2
59.24,357.93,333.88,24.05,0.913,0,131.1,1,0.444,0.887,3,1,0
17.3,319.34,305.48,13.86,0.656,0,3408.8,0,0.098,0.108,6,1,2
8.45,326.17,310.39,15.78,0.82,0,14733.8,0,0.055,0.369,10,1,2
7.8,317.14,300.96,16.17,0.851,0,14765.9,0,0.169,0.319,9,2,2
44.59,330.64,305.04,25.61,0.858,1,15.2,5,0.281,0.966,4,1,0
9.3,345.07,325.84,19.23,0.813,0,926.8,6,0.79,0.615,5,3,3
47.89,377.7,357.51,20.19,0.8,0,75.1,5,0.409,0.845,2,1,0
29.27,342.78,297.89,44.89,0.987,1,370.9,1,0.963,0.39,2,8,1
11.44,327.09,318.44,8.65,0.793,0,2221.3,0,0.084,0.249,5,3,2
6.72,324.54,312.53,12.01,0.564,0,7856.1,0,0.22,0.297,7,1,2
68.76,318.49,296.44,22.05,0.74,0,637.2,2,0.123,0.935,4,3,0
11.31,322.92,315.04,7.88,0.652,0,10064.2,0,0.059,0.256,12,1,2
2.79,319.64,308.01,11.64,0.503,1,6287.6,0,0.178,0.097,2,3,5
49.74,353.2,341.73,11.46,0.902,1,190.1,6,0.585,0.459,6,3,3
11.33,338.88,324.95,13.93,0.709,1,269.9,7,0.713,0.353,2,1,3
3.45,299.38,285.12,14.26,0.687,0,11460.0,0,0.048,0.363,10,4,2
56.1,364.75,345.12,19.62,0.953,1,82.1,2,0.335,0.962,2,0,0
83.83,405.36,381.02,24.34,0.847,1,22889.7,0,0.121,0.69,16,1,4
26.25,313.57,298.88,14.69,0.503,0,9886.6,0,0.22,0.364,10,2,2
39.69,327.26,305.04,22.22,0.763,0,177.1,6,0.785,0.549,3,5,3
20.2,326.01,308.89,17.12,0.714,0,884.7,6,0.574,0.666,2,7,3
99.98,332.16,308.19,23.97,0.878,0,339.0,1,0.197,0.735,2,0,0
15.72,337.87,318.17,19.7,0.649,1,413.5,6,0.693,0.363,2,6,3
40.12,371.56,355.21,16.36,0.656,1,674.8,4,0.774,0.576,4,2,3
4.37,310.54,299.28,11.26,0.401,1,2895.5,7,0.272,0.301,2,0,5
17.29,315.24,308.6,6.64,0.569,0,9177.5,0,0.165,0.439,7,3,2
7.76,323.92,312.19,11.74,0.682,0,7112.1,0,0.123,0.262,7,3,2
13.81,328.58,313.37,15.2,0.692,0,10257.4,0,0.148,0.315,10,0,2
8.34,312.15,296.69,15.46,0.865,0,3677.4,0,0.064,0.121,9,2,2
52.49,349.38,336.62,12.76,0.604,1,449.5,6,0.548,0.531,5,4,3
7.77,342.02,327.27,14.75,0.894,0,1995.1,0,0.139,0.108,9,2,2
24.35,353.38,339.16,14.23,0.812,1,45.8,1,0.831,0.405,2,11,1
139.1,425.39,392.22,33.16,0.994,1,21213.9,0,0.276,0.659,12,0,4
54.67,351.63,331.75,19.87,0.936,0,24436.4,0,0.105,0.892,8,4,4
1.94,316.83,316.4,0.43,0.37,1,5429.2,0,0.183,0.353,3,0,5
3.03,304.78,295.66,9.13,0.427,1,5656.1,0,0.07,0.093,0,1,5
21.43,354.59,322.78,31.81,0.997,1,163.4,1,0.918,0.531,2,9,1
45.79,356.87,334.19,22.68,0.734,1,140.0,1,0.147,0.703,4,0,0
19.58,341.84,323.51,18.34,0.689,0,162.6,6,0.597,0.413,2,1,3
5.3,318.44,306.19,12.25,0.773,0,9126.6,0,0.149,0.266,7,1,2
63.96,328.81,307.24,21.56,0.885,0,15.0,1,0.293,0.801,4,1,0
63.17,376.56,348.43,28.13,0.943,0,292.4,2,0.126,0.913,2,0,0
5.51,313.83,304.96,8.88,0.506,0,562.7,0,0.17,0.198,1,1,5
